"","GENE","CANCER_TYPE","SITE","HALLMARK"
"5133","SETD2","ALL","Haematolymphoid","escaping immune response to cancer"
"5134","SETD2","ALL","Haematolymphoid","suppression of growth"
"5135","SETD2","ALL","Haematolymphoid","invasion and metastasis"
"5136","SETD2","ALL","Haematolymphoid","change of cellular energetics"
"5137","SETD2","ALL","Haematolymphoid","tumour promoting inflammation"
"5138","SETD2","BLCA","Urinary and male genital","proliferative signalling"
"5139","SETD2","BLCA","Urinary and male genital","genome instability and mutations"
"5140","SETD2","BLCA","Urinary and male genital","escaping programmed cell death"
"5141","SETD2","BLCA","Urinary and male genital","escaping immune response to cancer"
"5142","SETD2","BLCA","Urinary and male genital","suppression of growth"
"5143","SETD2","BLCA","Urinary and male genital","invasion and metastasis"
"5144","SETD2","BLCA","Urinary and male genital","change of cellular energetics"
"5145","SETD2","BLCA","Urinary and male genital","tumour promoting inflammation"
"5146","SETD2","PRAD","Urinary and male genital","proliferative signalling"
"5147","SETD2","PRAD","Urinary and male genital","genome instability and mutations"
"5148","SETD2","PRAD","Urinary and male genital","escaping programmed cell death"
"5149","SETD2","PRAD","Urinary and male genital","escaping immune response to cancer"
"5150","SETD2","PRAD","Urinary and male genital","suppression of growth"
"5151","SETD2","PRAD","Urinary and male genital","invasion and metastasis"
"5152","SETD2","PRAD","Urinary and male genital","change of cellular energetics"
"5153","SETD2","PRAD","Urinary and male genital","tumour promoting inflammation"
"5154","SETD2","RCC","Urinary and male genital","proliferative signalling"
"5155","SETD2","RCC","Urinary and male genital","genome instability and mutations"
"5156","SETD2","RCC","Urinary and male genital","escaping programmed cell death"
"5157","SETD2","RCC","Urinary and male genital","escaping immune response to cancer"
"5158","SETD2","RCC","Urinary and male genital","suppression of growth"
"5159","SETD2","RCC","Urinary and male genital","invasion and metastasis"
"5160","SETD2","RCC","Urinary and male genital","change of cellular energetics"
"5161","SETD2","RCC","Urinary and male genital","tumour promoting inflammation"
"5162","SETDB1","PAAD","Digestive system","invasion and metastasis"
"5163","SETDB1","PAAD","Digestive system","escaping immune response to cancer"
"5164","SETDB1","PAAD","Digestive system","proliferative signalling"
"5165","SETDB1","PAAD","Digestive system","cell replicative immortality"
"5166","SETDB1","PAAD","Digestive system","escaping programmed cell death"
"5167","SETDB1","HCC","Digestive system","invasion and metastasis"
"5168","SETDB1","HCC","Digestive system","escaping immune response to cancer"
"5169","SETDB1","HCC","Digestive system","proliferative signalling"
"5170","SETDB1","HCC","Digestive system","cell replicative immortality"
"5171","SETDB1","HCC","Digestive system","escaping programmed cell death"
"5172","SETDB1","COAD","Digestive system","invasion and metastasis"
"5173","SETDB1","COAD","Digestive system","escaping immune response to cancer"
"5174","SETDB1","COAD","Digestive system","proliferative signalling"
"5175","SETDB1","COAD","Digestive system","cell replicative immortality"
"5176","SETDB1","COAD","Digestive system","escaping programmed cell death"
"5177","SETDB1","PLMESO","Soft tissue and bone","invasion and metastasis"
"5178","SETDB1","PLMESO","Soft tissue and bone","escaping immune response to cancer"
"5179","SETDB1","PLMESO","Soft tissue and bone","proliferative signalling"
"5180","SETDB1","PLMESO","Soft tissue and bone","cell replicative immortality"
"5181","SETDB1","PLMESO","Soft tissue and bone","escaping programmed cell death"
"5182","SETDB1","CLLSLL","Haematolymphoid","invasion and metastasis"
"5183","SETDB1","CLLSLL","Haematolymphoid","escaping immune response to cancer"
"5184","SETDB1","CLLSLL","Haematolymphoid","proliferative signalling"
"5185","SETDB1","CLLSLL","Haematolymphoid","cell replicative immortality"
"5186","SETDB1","CLLSLL","Haematolymphoid","escaping programmed cell death"
"5187","SF3B1","CLLSLL","Haematolymphoid","escaping programmed cell death"
"5188","SF3B1","UM","Skin","escaping programmed cell death"
"5189","SF3B1","AML","Haematolymphoid","escaping programmed cell death"
"5190","SF3B1","LNET","Thoracic","escaping programmed cell death"
"5191","SF3B1","BLCA","Urinary and male genital","escaping programmed cell death"
"5192","SF3B1","BRCA","Breast","escaping programmed cell death"
"5193","SF3B1","THYM","Thoracic","escaping programmed cell death"
"5194","SF3B1","PAAD","Digestive system","escaping programmed cell death"
"5195","SF3B1","MBL","Central nervous system","escaping programmed cell death"
"5196","SF3B1","MEL","Skin","escaping programmed cell death"
"5197","SF3B1","CCRCC","Urinary and male genital","escaping programmed cell death"
"5198","SF3B1","CHOL","Digestive system","escaping programmed cell death"
"5199","SF3B1","PCM","Haematolymphoid","escaping programmed cell death"
"5200","SF3B1","PRAD","Urinary and male genital","escaping programmed cell death"
"5201","SH2B3","MDS","Haematolymphoid","proliferative signalling"
"5202","SH2B3","MDS","Haematolymphoid","invasion and metastasis"
"5203","SH2B3","MDS","Haematolymphoid","escaping immune response to cancer"
"5204","SH2B3","MDS","Haematolymphoid","angiogenesis"
"5205","SH2B3","MDS","Haematolymphoid","suppression of growth"
"5206","SH2B3","MDS","Haematolymphoid","tumour promoting inflammation"
"5207","SIX1","WT","Urinary and male genital","proliferative signalling"
"5208","SIX1","WT","Urinary and male genital","invasion and metastasis"
"5209","SIX1","WT","Urinary and male genital","genome instability and mutations"
"5210","SIX1","WT","Urinary and male genital","angiogenesis"
"5211","SIX1","WT","Urinary and male genital","change of cellular energetics"
"5212","SIX1","WT","Urinary and male genital","escaping programmed cell death"
"5213","SLC34A2","LUAD","Thoracic","cell replicative immortality"
"5214","SLC34A2","LUAD","Thoracic","invasion and metastasis"
"5215","SLC34A2","LUAD","Thoracic","suppression of growth"
"5216","SLC34A2","LUAD","Thoracic","proliferative signalling"
"5217","SLC34A2","COADREAD","Digestive system","cell replicative immortality"
"5218","SLC34A2","COADREAD","Digestive system","invasion and metastasis"
"5219","SLC34A2","COADREAD","Digestive system","suppression of growth"
"5220","SLC34A2","COADREAD","Digestive system","proliferative signalling"
"5221","SLC34A2","MEL","Skin","cell replicative immortality"
"5222","SLC34A2","MEL","Skin","invasion and metastasis"
"5223","SLC34A2","MEL","Skin","suppression of growth"
"5224","SLC34A2","MEL","Skin","proliferative signalling"
"5225","SLC34A2","AML","Haematolymphoid","cell replicative immortality"
"5226","SLC34A2","AML","Haematolymphoid","invasion and metastasis"
"5227","SLC34A2","AML","Haematolymphoid","suppression of growth"
"5228","SLC34A2","AML","Haematolymphoid","proliferative signalling"
"5229","SMAD2","COADREAD","Digestive system","invasion and metastasis"
"5230","SMAD2","COADREAD","Digestive system","cell replicative immortality"
"5231","SMAD2","COADREAD","Digestive system","suppression of growth"
"5232","SMAD2","COAD","Digestive system","invasion and metastasis"
"5233","SMAD2","COAD","Digestive system","cell replicative immortality"
"5234","SMAD2","COAD","Digestive system","suppression of growth"
"5235","SMAD3","PAAD","Digestive system","invasion and metastasis"
"5236","SMAD3","PAAD","Digestive system","proliferative signalling"
"5237","SMAD3","PAAD","Digestive system","suppression of growth"
"5238","SMAD3","PAAD","Digestive system","escaping programmed cell death"
"5239","SMAD3","COADREAD","Digestive system","invasion and metastasis"
"5240","SMAD3","COADREAD","Digestive system","proliferative signalling"
"5241","SMAD3","COADREAD","Digestive system","suppression of growth"
"5242","SMAD3","COADREAD","Digestive system","escaping programmed cell death"
"5243","SMAD4","CHOL","Digestive system","tumour promoting inflammation"
"5244","SMAD4","CHOL","Digestive system","angiogenesis"
"5245","SMAD4","CHOL","Digestive system","suppression of growth"
"5246","SMAD4","CHOL","Digestive system","invasion and metastasis"
"5247","SMAD4","CHOL","Digestive system","genome instability and mutations"
"5248","SMAD4","PAAD","Digestive system","tumour promoting inflammation"
"5249","SMAD4","PAAD","Digestive system","angiogenesis"
"5250","SMAD4","PAAD","Digestive system","suppression of growth"
"5251","SMAD4","PAAD","Digestive system","invasion and metastasis"
"5252","SMAD4","PAAD","Digestive system","genome instability and mutations"
"5253","SMAD4","STAD","Digestive system","tumour promoting inflammation"
"5254","SMAD4","STAD","Digestive system","angiogenesis"
"5255","SMAD4","STAD","Digestive system","suppression of growth"
"5256","SMAD4","STAD","Digestive system","invasion and metastasis"
"5257","SMAD4","STAD","Digestive system","genome instability and mutations"
"5258","SMAD4","COADREAD","Digestive system","tumour promoting inflammation"
"5259","SMAD4","COADREAD","Digestive system","angiogenesis"
"5260","SMAD4","COADREAD","Digestive system","suppression of growth"
"5261","SMAD4","COADREAD","Digestive system","invasion and metastasis"
"5262","SMAD4","COADREAD","Digestive system","genome instability and mutations"
"5263","SMAD4","ESCA","Digestive system","tumour promoting inflammation"
"5264","SMAD4","ESCA","Digestive system","angiogenesis"
"5265","SMAD4","ESCA","Digestive system","suppression of growth"
"5266","SMAD4","ESCA","Digestive system","invasion and metastasis"
"5267","SMAD4","ESCA","Digestive system","genome instability and mutations"
"5268","SMAD4","COAD","Digestive system","tumour promoting inflammation"
"5269","SMAD4","COAD","Digestive system","angiogenesis"
"5270","SMAD4","COAD","Digestive system","suppression of growth"
"5271","SMAD4","COAD","Digestive system","invasion and metastasis"
"5272","SMAD4","COAD","Digestive system","genome instability and mutations"
"5273","SMAD4","CESC","Female genital","tumour promoting inflammation"
"5274","SMAD4","CESC","Female genital","angiogenesis"
"5275","SMAD4","CESC","Female genital","suppression of growth"
"5276","SMAD4","CESC","Female genital","invasion and metastasis"
"5277","SMAD4","CESC","Female genital","genome instability and mutations"
"5278","SMAD4","LUAD","Thoracic","tumour promoting inflammation"
"5279","SMAD4","LUAD","Thoracic","angiogenesis"
"5280","SMAD4","LUAD","Thoracic","suppression of growth"
"5281","SMAD4","LUAD","Thoracic","invasion and metastasis"
"5282","SMAD4","LUAD","Thoracic","genome instability and mutations"
"5283","SMAD4","HNSC","Head and neck","tumour promoting inflammation"
"5284","SMAD4","HNSC","Head and neck","angiogenesis"
"5285","SMAD4","HNSC","Head and neck","suppression of growth"
"5286","SMAD4","HNSC","Head and neck","invasion and metastasis"
"5287","SMAD4","HNSC","Head and neck","genome instability and mutations"
"5288","SMAD4","VULVA","Female genital","tumour promoting inflammation"
"5289","SMAD4","VULVA","Female genital","angiogenesis"
"5290","SMAD4","VULVA","Female genital","suppression of growth"
"5291","SMAD4","VULVA","Female genital","invasion and metastasis"
"5292","SMAD4","VULVA","Female genital","genome instability and mutations"
"5293","SMAD4","PRAD","Urinary and male genital","tumour promoting inflammation"
"5294","SMAD4","PRAD","Urinary and male genital","angiogenesis"
"5295","SMAD4","PRAD","Urinary and male genital","suppression of growth"
"5296","SMAD4","PRAD","Urinary and male genital","invasion and metastasis"
"5297","SMAD4","PRAD","Urinary and male genital","genome instability and mutations"
"5298","SMAD4","BRCA","Breast","tumour promoting inflammation"
"5299","SMAD4","BRCA","Breast","angiogenesis"
"5300","SMAD4","BRCA","Breast","suppression of growth"
"5301","SMAD4","BRCA","Breast","invasion and metastasis"
"5302","SMAD4","BRCA","Breast","genome instability and mutations"
"5303","SMAD4","PANCREAS","Digestive system","tumour promoting inflammation"
"5304","SMAD4","PANCREAS","Digestive system","angiogenesis"
"5305","SMAD4","PANCREAS","Digestive system","suppression of growth"
"5306","SMAD4","PANCREAS","Digestive system","invasion and metastasis"
"5307","SMAD4","PANCREAS","Digestive system","genome instability and mutations"
"5308","SMARCA4","ESCA","Digestive system","proliferative signalling"
"5309","SMARCA4","ESCA","Digestive system","change of cellular energetics"
"5310","SMARCA4","ESCA","Digestive system","suppression of growth"
"5311","SMARCA4","ESCA","Digestive system","invasion and metastasis"
"5312","SMARCA4","ESCA","Digestive system","escaping programmed cell death"
"5313","SMARCA4","ESCA","Digestive system","angiogenesis"
"5314","SMARCA4","ESCA","Digestive system","genome instability and mutations"
"5315","SMARCA4","ESCA","Digestive system","tumour promoting inflammation"
"5316","SMARCA4","ESCA","Digestive system","cell replicative immortality"
"5317","SMARCA4","COAD","Digestive system","proliferative signalling"
"5318","SMARCA4","COAD","Digestive system","change of cellular energetics"
"5319","SMARCA4","COAD","Digestive system","suppression of growth"
"5320","SMARCA4","COAD","Digestive system","invasion and metastasis"
"5321","SMARCA4","COAD","Digestive system","escaping programmed cell death"
"5322","SMARCA4","COAD","Digestive system","angiogenesis"
"5323","SMARCA4","COAD","Digestive system","genome instability and mutations"
"5324","SMARCA4","COAD","Digestive system","tumour promoting inflammation"
